Posted_date,Job Title from List,Job Title,Company,Company Logo URL,Country,Location,Skills,Salary Info,Source
12/09/2024,DevOps Engineer,Customer Onprem Engineer DevOps,"Organize Korea Co., Ltd.",company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,DevOps Engineer working in Japan,"Organize Korea Co., Ltd.",company Logo,South Korea,Other Overseas,"SE System Engineer, DevOps, Linux, Infrastructure, Cloud",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,Recruiting Ridi SREDevOps Engineer,Liddyju,company Logo,South Korea,"Map of Gangnam-gu, Seoul","DevOps, Infrastructure, Cloud, AWS, Docker",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Tripvitoz DevOps Cloud Engineer,Jutripbitoz,company Logo,South Korea,"Map of Gangnam-gu, Seoul","DevOps, Infrastructure, Cloud, Python, APM",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,Small and medium-sized business Seoul DevOps engineer career position recruitment headhunting in progress,Dream Pixel,company Logo,South Korea,"Map of Seongdong-gu, Seoul","DevOps, Network, Infrastructure, Cloud, Java",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,DevOps Engineer,Main data maker,company Logo,South Korea,"Daejeon whole, Daejeon Yuseong-gu","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
11/14/2024,DevOps Engineer,DevOpsMLOps Engineer Senior,"Wearable AI Co., Ltd.",company Logo,South Korea,"Incheon Gyeyang-gu, Incheon as a whole","SE System Engineer, DevOps, Linux, Infrastructure, Cloud",N/A,saramin.co.kr
11/29/2024,DevOps Engineer,Hiring a DevOps Engineer for a Digital Content Startup,Human In Search,company Logo,South Korea,"Seongdong-gu, Seoul","DevOps, Network, Linux, Infrastructure, Cloud",N/A,saramin.co.kr
12/01/2024,DevOps Engineer,DevOps Engineer,Juklassing,company Logo,South Korea,"Gangnam-gu, Seoul","DevOps, Infrastructure, Cloud, AWS, Architecture",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,Wearable Medical Device DevOps Engineer,Jubibi Partners,company Logo,South Korea,"Map of Gangnam-gu, Seoul","DevOps, Network, Infrastructure, AWS, Kubernetes",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,DevOps Engineer Medical Device Manufacturer,Main KYCG,company Logo,South Korea,"Bundang-gu, Seongnam-si, Gyeonggi-do","DevOps, Network, Infrastructure, AWS, Healthcare",N/A,saramin.co.kr
12/07/2024,DevOps Engineer,DevOps Infrastructure EngineersWorld-class gaming company AI Center Pangyo,JHRB Korea,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","DevOps, Linux, Infrastructure, AWS, Docker",N/A,saramin.co.kr
12/06/2024,DevOps Engineer,DevOps Engineer,Different HR,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","DevOps, network, infrastructure, AWS, backend server development",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,DevOps Engineer Full-time position at Korea's largest virtual asset exchange company,Juri & Partner,company Logo,South Korea,"Map of Seocho-gu, Seoul","DevOps, Service Provider",N/A,saramin.co.kr
12/06/2024,DevOps Engineer,Medical Device Startup DevOps Engineer Assistant Manager Manager Level Wanted Good Career,Good Career,company Logo,South Korea,"Map of Gangnam-gu, Seoul","DevOps, Network, Infrastructure, Cloud, Big Data",N/A,saramin.co.kr
12/08/2024,DevOps Engineer,Data Solution Development Company DevOps SE Engineer,JuHumantreeWorldwide,company Logo,South Korea,"Map of Mapo-gu, Seoul","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
12/07/2024,DevOps Engineer,AWS KT Naver Cloud Managed Technology Operations TA AA Recruitment,Jewell Data Systems,company Logo,South Korea,"Map of Gangnam-gu and Guro-gu, Seoul","SE System Engineer, DevOps, Network, Cloud, AWS",N/A,saramin.co.kr
11/26/2024,DevOps Engineer,Hiring IT DevOps Engineers,Jubisbi,company Logo,South Korea,"Map of Seocho-gu, Seoul","DevOps, Network, Linux, Infrastructure, Cloud",N/A,saramin.co.kr
10/29/2024,DevOps Engineer,Regular Jamsil Cloud AWS Server System Engineer SETA Recruitment,Juware Point,company Logo,South Korea,"Map of Songpa-gu, Seoul","SE System Engineer, DevOps, Linux, Infrastructure, Cloud",N/A,saramin.co.kr
11/29/2024,DevOps Engineer,Jusolid Engineering Cloud Cloud Technology New and Experienced Recruitment,Jusolid Engineering,company Logo,South Korea,"Map of Daejeon Yuseong-gu, Daedeok-gu, Dong-gu, Seo-gu, Jung-gu, and Sejong Special Self-Governing City","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
11/14/2024,DevOps Engineer,Recruiting Watt Development Professionals,Wattju,company Logo,South Korea,"Map of Seocho-gu, Seoul","Data Engineer, DevOps, Network, Cloud, Python",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,Hiring experienced staff in each department,In the future,company Logo,South Korea,"Map of Seocho-gu, Seoul, Gangnam-gu","Data Engineer, DevOps, Infrastructure, Network, Linux",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Food Tech Second Half New Employee Career All Divisions Recruitment,JooFoodTech,company Logo,South Korea,"Seoul Gangnam-gu, Seoul entire map","SE System Engineer, Data Engineer, DevOps, Infrastructure, Network",N/A,saramin.co.kr
12/01/2024,DevOps Engineer,Manpower IT Recruitment Notice for All Jobs,Juman Power Group Korea,company Logo,South Korea,"Map of Gangnam-gu, Seoul","SE System Engineer, Data Engineer, DevOps, Infrastructure, Network",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,We are recruiting new SW QA Test Engineers,Comesju,company Logo,South Korea,"Map of Seoul Guro-gu, Gangnam-gu, Jung-gu, Gyeonggi Gwangmyeong-si, and Seongnam-si Bundang-gu","SE System Engineer, DevOps, Infrastructure, Network, Linux",N/A,saramin.co.kr
11/25/2024,DevOps Engineer,Hiring VPN Backend Server Developer,Attard Province,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Network, Linux",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,IT Infra IT Administrative Engineer,Open Edge Technology Inc.,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Maintenance, Technical Support",N/A,saramin.co.kr
12/07/2024,DevOps Engineer,Night shift technical operation AWS Aznure KT Naver cloud managed,Jewell Data Systems,company Logo,South Korea,"Map of Gangnam-gu and Guro-gu, Seoul","SE System Engineer, DevOps, Network, Cloud, AWS",N/A,saramin.co.kr
11/25/2024,DevOps Engineer,Cloud Infrastructure Engineer,Attard Province,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Network, Cloud",N/A,saramin.co.kr
11/14/2024,DevOps Engineer,Blockchain Cloud Engineer Junior,Jubitsum Korea,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Solutions, Cloud",N/A,saramin.co.kr
11/26/2024,DevOps Engineer,Security Logic IP Development Engineer,JuraNix,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Solutions, C",N/A,saramin.co.kr
11/19/2024,DevOps Engineer,Career Backend DeveloperBack End Engineer Recruitment,"Slow Platform Co., Ltd.",company Logo,South Korea,"Map of Gangdong-gu, Gangnam-gu, Seongdong-gu, and Songpa-gu in Seoul","DevOps, Infrastructure, Cloud, Python, SQL",N/A,saramin.co.kr
12/06/2024,DevOps Engineer,SRE Engineer,Jubitsum Korea,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Java, Web Development",N/A,saramin.co.kr
11/07/2024,DevOps Engineer,RD  Data Engineer,Jubanp,company Logo,South Korea,"Map of Gangnam-gu, Seoul","DevOps, Maintenance, Solutions, Python, Java",N/A,saramin.co.kr
11/26/2024,DevOps Engineer,Analog Chip Design Engineer,JuraNix,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Solutions, C",N/A,saramin.co.kr
12/10/2024,DevOps Engineer,SCK and Affiliate Cloud Engineer Recruitment Experience,ZUES CC,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Network, Linux",N/A,saramin.co.kr
11/25/2024,DevOps Engineer,RD  Backend Engineer,Jubanp,company Logo,South Korea,"Map of Gangnam-gu, Seoul","DevOps, Solutions, Cloud, Python, Web Development",N/A,saramin.co.kr
11/19/2024,DevOps Engineer,Hiring Senior Cloud Infrastructure Engineer,Jualocados,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Network, Cloud",N/A,saramin.co.kr
12/01/2024,DevOps Engineer,System EngineerKubernetesOpenstack System EngineerGPUAI,Daoltsjju,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Network, Linux",N/A,saramin.co.kr
11/21/2024,DevOps Engineer,Full Stack Engineer Python C Developer Full Stack Developer,NIMBYX CAPITAL INC,company Logo,South Korea,"Map of working from home in Gangnam-gu, Seoul","Python, C, SQL, ASP, ASPNET",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,Solution Engineer Career Recruitment,Juklumel,company Logo,South Korea,"Seoul Gangnam-gu, Seoul entire map","Infrastructure, Network, Maintenance, Solutions, Technical Support",N/A,saramin.co.kr
02/28/2024,DevOps Engineer,Recruitment for Vehicle SW ICT Management Support Division,Hyundai Autoever,company Logo,South Korea,"Map of Seoul Gangnam-gu, Gyeonggi Gwangmyeong-si, Uiwang-si, and Hwaseong-si","DevOps, Infrastructure, Network, Linux, Solutions",N/A,saramin.co.kr
11/15/2024,DevOps Engineer,Neople Programming Technology Support Job Group Field-specific Recruitment Work Location Seoul,Juneop,company Logo,South Korea,"Map of Gangnam-gu, Seoul","DevOps, Infrastructure, Network, Linux, Solutions",N/A,saramin.co.kr
12/12/2024,DevOps Engineer,Hiring JAVA Developers,Address Softnet,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Maintenance, Cloud, Java",N/A,saramin.co.kr
12/06/2024,DevOps Engineer,Recruiting game developers for foreign game companies,Answer Lab Korea Limited,company Logo,South Korea,"Map of Gangnam-gu, Seoul","SE System Engineer, Data Engineer, DevOps, Linux, C",N/A,saramin.co.kr
11/19/2024,DevOps Engineer,Pixel Software Backend Developer Experience Recruitment,Jupixel Software,company Logo,South Korea,"Map of Gangnam-gu, Seoul","DevOps, Infrastructure, Java, AWS, Docker",N/A,saramin.co.kr
11/01/2024,DevOps Engineer,PIXELSCOPE Sports AI Automatic Broadcasting New Experience Recruitment,MainPixelscope,company Logo,South Korea,"Map of Gangnam-gu, Seoul","SE System Engineer, Data Engineer, DevOps, Linux, Python",N/A,saramin.co.kr
11/19/2024,DevOps Engineer,BackOffice Integration Services Maintenance Career Recruitment,Jukrebus,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Maintenance, C",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,QA Team Engineer Career Recruitment,Juklumel,company Logo,South Korea,"Seoul Gangnam-gu, Seoul entire map","SE System Engineer, Data Engineer, DevOps, Solution, Cloud",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,Career Online Platform Development Architect Planning PMPL Recruitment,I am form,company Logo,South Korea,"Map of Gangnam-gu, Seoul","SE System Engineer, DevOps, Infrastructure, Solutions, Cloud",N/A,saramin.co.kr
11/15/2024,DevOps Engineer,AInation Deep Learning Engineer Recruitment Experience,JUIAI NATION,company Logo,South Korea,"Map of Seocho-gu, Gangnam-gu, Gwanak-gu, Dongjak-gu, and Songpa-gu in Seoul","DevOps, Linux, Solutions, Cloud, Python",N/A,saramin.co.kr
12/10/2024,DevOps Engineer,Recruitment for SRE position at KOSDAQ listed company,Judy you,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Linux, Cloud",N/A,saramin.co.kr
12/06/2024,DevOps Engineer,Joopilanet Microsoft Engineer Recruitment,Jupilanet,company Logo,South Korea,"Map of Gangnam-gu, Seoul","SE System Engineer, Data Engineer, DevOps, Network, Linux",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,DevOps Engineer Koo Kakao Hair Shop,Jugliti,company Logo,South Korea,"Map of Gangnam-gu, Seoul","DevOps, Infrastructure, Network, Cloud, AWS",N/A,saramin.co.kr
11/20/2024,DevOps Engineer,Nutzy Healthcare Backend Development Industrial Function Agent Military Service Special Case,"Nutzy Healthcare Co., Ltd.",company Logo,South Korea,"Map of Gangnam-gu, Seoul","Data Engineer, DevOps, Network, Java, Data Analyst",N/A,saramin.co.kr
11/26/2024,DevOps Engineer,Analog Chip Design Engineer,JuraNix,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Solutions, C",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Software Engineer  ML Product,Play all day and night,company Logo,South Korea,"Map of Gangnam-gu, Seoul","DevOps, Solutions, Technical Support, Cloud, Java",N/A,saramin.co.kr
12/06/2024,DevOps Engineer,Cloud Engineer AWS Service Operations,Jubitsum Korea,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Solutions, Cloud",N/A,saramin.co.kr
11/25/2024,DevOps Engineer,Hiring Backend Engineers,Jukrebus,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","DevOps, Infrastructure, Cloud, Python, Java",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,Blockchain Application Backend Developer,Jutessa,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Cloud, Java",N/A,saramin.co.kr
11/15/2024,DevOps Engineer,Atlassian Development,Joo Open Source Consulting,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","DevOps, Linux, Maintenance, Solutions, Cloud",N/A,saramin.co.kr
11/25/2024,DevOps Engineer,Backend developer experience 3 to 5 years,Joo Tatum,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","DevOps, Infrastructure, Solutions, Cloud, Python",N/A,saramin.co.kr
11/25/2024,DevOps Engineer,Cloud Engineer,HyperExcel,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
11/26/2024,DevOps Engineer,Analog RF IC Full Custom layout and verification engineer,JuraNix,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Solutions, C",N/A,saramin.co.kr
11/14/2024,DevOps Engineer,Devops Developer Recruitment,111 percent stock,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Network, Infrastructure, Cloud",N/A,saramin.co.kr
11/26/2024,DevOps Engineer,RF Transceiver Chip Design Engineer,JuraNix,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Solutions, C",N/A,saramin.co.kr
11/26/2024,DevOps Engineer,Recruitment of Foreign IT Technical Architect Manager level,Amdocs Korea Ltd.,company Logo,South Korea,"Map of Gangnam-gu, Seoul and Bundang-gu, Seongnam-si, Gyeonggi-do","SE System Engineer, DevOps, Linux, Maintenance, Technical Support",N/A,saramin.co.kr
12/01/2024,DevOps Engineer,Autonomous driving path generation software engineer specialist possible,Joo Ace Works Korea,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Solutions, Python",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,IT Monitoring Solutions Engineer Career Recruitment,Main Hyper Information,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Linux, Maintenance, Infrastructure",N/A,saramin.co.kr
10/14/2024,DevOps Engineer,Career Technical Support EngineerSolution Engineering,JST Lab,company Logo,South Korea,"Map of Gangnam-gu, Seoul","SE System Engineer, DevOps, Linux, Maintenance, Infrastructure",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Urgent HRISSAP HR Technology PM Industry Leading Large Enterprises Preferred,Human Rain Consulting,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Solution, Cloud, AWS",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Experience in building and operating the Elastic Stack to provide financial information manager deputy level,Mr. Justep,company Logo,South Korea,"Map of Gangnam-gu and Gangseo-gu, Seoul","Data Engineer, DevOps, Cloud, Python, Data Analyst",N/A,saramin.co.kr
11/06/2024,DevOps Engineer,Hyperconnect Senior ML Software Engineering Team Leader Chae,Hyperconnect Limited,company Logo,South Korea,"Map of working from home in Gangnam-gu, Seoul","DevOps, Network, Infrastructure, Cloud, Python",N/A,saramin.co.kr
11/20/2024,DevOps Engineer,Hiring Network Engineers,Jupilatech,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Network, Maintenance, Infrastructure",N/A,saramin.co.kr
12/12/2024,DevOps Engineer,Hiring System Engineers,Address Softnet,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Technical Support, Cloud",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,moSmall and Medium Global Silicon Valley AI Advertising Platform lo1 Machine Learning Engineer,JHRL Global Network,company Logo,South Korea,"Map of Gangnam-gu, Seoul","SE System Engineer, Data Engineer, DevOps, Maintenance, Python",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,Linux Server Technical Support Engineer Experience,Jubien Kwon,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Linux, Maintenance, Infrastructure",N/A,saramin.co.kr
11/07/2024,DevOps Engineer,Recruitment of Foreign Software Engineer Manager Level,Amdocs Korea Ltd.,company Logo,South Korea,"Map of Gangnam-gu, Seoul and Bundang-gu, Seongnam-si, Gyeonggi-do","SE System Engineer, DevOps, Linux, Maintenance, Solutions",N/A,saramin.co.kr
11/21/2024,DevOps Engineer,Linux Server Technical Support Engineer 8+ years of experience,Jubien Kwon,company Logo,South Korea,"Gangnam-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Linux, Maintenance, Infrastructure",N/A,saramin.co.kr
